unit,age,sex,geography,date,value
RT,TOTAL,C,M,2017,
RT,TOTAL,C,M,2017,278.74
RT,TOTAL,C,M,2017,
RT,TOTAL,C,M,2017,454.08
RT,TOTAL,C,M,2017,467.62
RT,TOTAL,C,M,2017,317.87
RT,TOTAL,C,M,2017,266.17
RT,TOTAL,C,M,2017,314.65
RT,TOTAL,C,M,2017,214.74
RT,TOTAL,C,M,2017,428.2
RT,TOTAL,C,M,2017,290.92
RT,TOTAL,C,M,2017,473.14
RT,TOTAL,C,M,2017,283.0
RT,TOTAL,C,M,2017,348.01
RT,TOTAL,C,M,2017,293.47
RT,TOTAL,C,M,2017,401.28
RT,TOTAL,C,M,2017,354.17
RT,TOTAL,C,M,2017,381.45
RT,TOTAL,C,M,2017,379.25
RT,TOTAL,C,M,2017,271.26
RT,TOTAL,C,M,2017,422.18
RT,TOTAL,C,M,2017,440.47
RT,TOTAL,C,M,2017,283.71
RT,TOTAL,C,M,2017,329.76
RT,TOTAL,C,T,2017,234.3
RT,TOTAL,C,T,2017,238.25
RT,TOTAL,C,T,2017,232.42
RT,TOTAL,C,T,2017,212.58
RT,TOTAL,C,T,2017,208.47
RT,TOTAL,C,T,2017,272.89
RT,TOTAL,C,T,2017,246.53
RT,TOTAL,C,T,2017,284.68
RT,TOTAL,C,T,2017,286.78
RT,TOTAL,C,T,2017,245.36
RT,TOTAL,C,T,2017,226.6
RT,TOTAL,C,T,2017,
RT,TOTAL,C,T,2017,
RT,TOTAL,C,T,2017,216.9
RT,TOTAL,C,T,2017,
RT,TOTAL,C,T,2017,321.84
RT,TOTAL,C,T,2017,341.03
RT,TOTAL,C,T,2017,266.57
RT,TOTAL,C,T,2017,234.16
RT,TOTAL,C,T,2017,237.84
RT,TOTAL,C,T,2017,182.72
RT,TOTAL,C,T,2017,273.64
RT,TOTAL,C,T,2017,235.11
RT,TOTAL,C,T,2017,297.88
RT,TOTAL,C,T,2017,221.14
RT,TOTAL,C,T,2017,276.65
RT,TOTAL,C,T,2017,239.13
RT,TOTAL,C,T,2017,290.5
RT,TOTAL,C,T,2017,243.39
RT,TOTAL,C,T,2017,275.5
RT,TOTAL,C,T,2017,295.5
RT,TOTAL,C,T,2017,229.55
RT,TOTAL,C,T,2017,304.76
RT,TOTAL,C,T,2017,311.36
RT,TOTAL,C,T,2017,191.89
RT,TOTAL,C,T,2017,270.94
RT,TOTAL,C,F,2018,187.97
RT,TOTAL,C,F,2018,181.09
RT,TOTAL,C,F,2018,172.48
RT,TOTAL,C,F,2018,168.25
RT,TOTAL,C,F,2018,164.45
RT,TOTAL,C,F,2018,213.06
RT,TOTAL,C,F,2018,199.57
RT,TOTAL,C,F,2018,239.45
RT,TOTAL,C,F,2018,208.69
RT,TOTAL,C,F,2018,170.69
RT,TOTAL,C,F,2018,151.38
RT,TOTAL,C,F,2018,
RT,TOTAL,C,F,2018,
RT,TOTAL,C,F,2018,173.97
RT,TOTAL,C,F,2018,
RT,TOTAL,C,F,2018,231.24
RT,TOTAL,C,F,2018,258.25
RT,TOTAL,C,F,2018,224.1
RT,TOTAL,C,F,2018,202.76
RT,TOTAL,C,F,2018,182.7
RT,TOTAL,C,F,2018,117.61
RT,TOTAL,C,F,2018,190.74
RT,TOTAL,C,F,2018,184.4
RT,TOTAL,C,F,2018,215.75
RT,TOTAL,C,F,2018,196.86
RT,TOTAL,C,F,2018,224.17
RT,TOTAL,C,F,2018,201.67
RT,TOTAL,C,F,2018,223.66
RT,TOTAL,C,F,2018,166.63
RT,TOTAL,C,F,2018,197.97
RT,TOTAL,C,F,2018,233.2
RT,TOTAL,C,F,2018,192.74
RT,TOTAL,C,F,2018,238.32
RT,TOTAL,C,F,2018,231.92
RT,TOTAL,C,F,2018,122.57
RT,TOTAL,C,F,2018,223.99
RT,TOTAL,C,M,2018,299.23
RT,TOTAL,C,M,2018,298.79
RT,TOTAL,C,M,2018,319.98
RT,TOTAL,C,M,2018,267.73
RT,TOTAL,C,M,2018,256.11
RT,TOTAL,C,M,2018,359.05
RT,TOTAL,C,M,2018,311.49
RT,TOTAL,C,M,2018,337.41
RT,TOTAL,C,M,2018,462.09
RT,TOTAL,C,M,2018,330.73
RT,TOTAL,C,M,2018,316.15
RT,TOTAL,C,M,2018,
RT,TOTAL,C,M,2018,
RT,TOTAL,C,M,2018,269.69
RT,TOTAL,C,M,2018,
RT,TOTAL,C,M,2018,464.8
RT,TOTAL,C,M,2018,457.29
RT,TOTAL,C,M,2018,312.36
RT,TOTAL,C,M,2018,250.82
RT,TOTAL,C,M,2018,308.08
RT,TOTAL,C,M,2018,226.12
RT,TOTAL,C,M,2018,426.18
RT,TOTAL,C,M,2018,279.97
RT,TOTAL,C,M,2018,457.74
RT,TOTAL,C,M,2018,292.91
RT,TOTAL,C,M,2018,335.05
RT,TOTAL,C,M,2018,284.14
RT,TOTAL,C,M,2018,400.53
RT,TOTAL,C,M,2018,353.54
RT,TOTAL,C,M,2018,376.36
RT,TOTAL,C,M,2018,380.05
RT,TOTAL,C,M,2018,264.53
RT,TOTAL,C,M,2018,423.62
RT,TOTAL,C,M,2018,436.89
RT,TOTAL,C,M,2018,278.38
RT,TOTAL,C,M,2018,319.97
RT,TOTAL,C,T,2018,234.02
RT,TOTAL,C,T,2018,229.82
RT,TOTAL,C,T,2018,232.5
RT,TOTAL,C,T,2018,209.26
RT,TOTAL,C,T,2018,204.56
RT,TOTAL,C,T,2018,272.08
RT,TOTAL,C,T,2018,245.93
RT,TOTAL,C,T,2018,279.8
RT,TOTAL,C,T,2018,292.27
RT,TOTAL,C,T,2018,241.68
RT,TOTAL,C,T,2018,221.85
RT,TOTAL,C,T,2018,
RT,TOTAL,C,T,2018,
RT,TOTAL,C,T,2018,212.76
RT,TOTAL,C,T,2018,
RT,TOTAL,C,T,2018,323.86
RT,TOTAL,C,T,2018,335.64
RT,TOTAL,C,T,2018,262.08
RT,TOTAL,C,T,2018,222.38
RT,TOTAL,C,T,2018,234.68
RT,TOTAL,C,T,2018,172.12
RT,TOTAL,C,T,2018,272.73
RT,TOTAL,C,T,2018,225.31
RT,TOTAL,C,T,2018,293.86
RT,TOTAL,C,T,2018,237.28
RT,TOTAL,C,T,2018,269.73
RT,TOTAL,C,T,2018,234.92
RT,TOTAL,C,T,2018,291.22
RT,TOTAL,C,T,2018,243.32
RT,TOTAL,C,T,2018,272.92
RT,TOTAL,C,T,2018,295.98
RT,TOTAL,C,T,2018,221.31
RT,TOTAL,C,T,2018,309.31
RT,TOTAL,C,T,2018,310.64
RT,TOTAL,C,T,2018,190.26
RT,TOTAL,C,T,2018,264.33
